1,40.08117,116.312578
2,40.083752,116.309761
3,40.082849,116.335543
4,40.075366,116.320206
5,40.07933,116.31729
6,40.08727,116.32233
7,40.087446,116.323489
8,40.085583,116.31371
9,40.080095,116.321939
10,40.073589,116.362099
11,40.083157,116.341159
12,40.080748,116.324154
13,40.078872,116.322588
14,40.084618,116.324015
15,40.07978,116.35844
16,40.080723,116.315442
17,40.087101,116.359978
18,40.081129,116.362569
19,40.081183,116.363974
20,40.080965,116.363792
21,40.080908,116.362531
22,40.082956,116.326847
23,40.079015,116.331766
24,40.078823,116.331787
25,40.071282,116.338869
26,40.077895,116.314707
27,40.072661,116.359457
28,40.074619,116.359001
29,40.075834,116.321461
30,40.085985,116.335977
31,40.089379,116.341283
32,40.08651,116.340811
33,40.087417,116.337533
34,40.075399,116.323961
35,40.086683,116.345805
36,40.088053,116.343665
37,40.085258,116.343976
38,40.075732,116.335832
39,40.078408,116.333917
40,40.072895,116.329803
41,40.077361,116.333773
42,40.076893,116.329213
43,40.081335,116.333097
44,40.08705,116.33215
45,40.077115,116.358583
46,40.076815,116.35434
47,40.073273,116.357655
48,40.078974,116.349785
49,40.078543,116.344694
50,40.076401,116.344909
51,40.07246,116.350504
52,40.072329,116.354527
53,40.078909,116.354125
54,40.076602,116.350354
55,40.074238,116.329395
56,40.071426,116.327791
57,40.071298,116.320249
58,40.092005391107,116.34273111820221
59,40.089358,116.348916
60,40.081811,116.321177
61,40.080334,116.341927
62,40.080128,116.341904
63,40.078117,116.322829
64,40.083801,116.355745
65,40.083042,116.316156
66,40.083666,116.314187
67,40.088484,116.34897
68,40.079775,116.319761
69,40.08686718918,116.3250982761383
70,40.084358,116.332481
71,40.08209,116.33016
72,40.083723,116.320404
73,40.085858,116.335189
74,40.081072,116.312492
75,40.087663,116.337329
76,40.089198,116.340204
77,40.082554,116.334625
78,40.085221405116,116.34377717971802
79,40.072341,116.354608
80,40.088509,116.348895
81,40.076807,116.354249
82,40.078605,116.350182
83,40.08296,116.316081
84,40.08147,116.315185
85,40.080505,116.315609
86,40.083403,116.326627
87,40.082201,116.330039
88,40.07255,116.350182
89,40.086797,116.350729
90,40.085193,116.349399
91,40.084688,116.34948
92,40.081782,116.349775
93,40.088628,116.357456
94,40.088603,116.357199
95,40.079323,116.3174
96,40.080116,116.320683
97,40.081544,116.326879
98,40.074574,116.318167
99,40.075399,116.320962
100,40.081934,116.321209
101,40.072813,116.360906
102,40.073482,116.339636
103,40.089313,116.340183
104,40.071446,116.319208
105,40.076971,116.323339
106,40.077431,116.326933
107,40.085152,116.328676
108,40.084782,116.337962
109,40.090951,116.336868
110,40.086888,116.352435
111,40.085702,116.357564
112,40.084093,116.3595
113,40.083949,116.359506
114,40.082521,116.358116
115,40.08085,116.355134
116,40.081971,116.344147
117,40.081823,116.34433
118,40.079882,116.336476
119,40.072481,116.325383
120,40.072871,116.32512
121,40.075596,116.342463
122,40.078465,116.339133
123,40.074455,116.35891
124,40.07411,116.350231
125,40.074130820343,116.35042369365692
126,40.074381,116.354404
127,40.074266,116.354479
128,40.074989,116.34477
129,40.072497,116.344925
130,40.072887,116.34477
131,40.072456,116.344947
132,40.072916,116.339695
133,40.074956,116.339663
134,40.074939,116.339722
135,40.073109,116.33455
136,40.081322,116.338649
137,40.081322,116.338584
138,40.073651,116.334663
139,40.079668,116.334556
140,40.079459,116.334599
141,40.079685,116.33668
142,40.076725,116.325366
143,40.077509,116.327818
144,40.080739,116.351845
145,40.081023,116.359849
146,40.085349,116.357735
147,40.086785,116.324905
148,40.084023,116.332743
149,40.082738,116.349496
150,40.082759,116.349683
151,40.081355,116.333252
152,40.080489,116.351255
153,40.083974,116.32615
154,40.085517,116.349174
155,40.071146,116.338772
156,40.079492,116.310877
157,40.088767,116.365473
158,40.089309,116.370891
159,40.087495,116.366991
160,40.087475,116.36875
161,40.084425,116.368337
162,40.088053,116.375461
163,40.087844,116.374421
164,40.08486,116.374973
165,40.084286,116.368691
166,40.082377,116.366878
167,40.084639,116.373863
168,40.083576,116.376684
169,40.082020015411,116.3749498128891
170,40.081396,116.370242
